UniProtKB.AC	Ensembl
E9PR11	ENSG00000185189
E9PR78	ENSG00000168000
E9PRY3	ENSG00000174672
E9PS59	ENSG00000143379
G3V333	ENSG00000118307
G3V334	ENSG00000198513
G3V3J9	ENSG00000186469
G3V4G9	ENSG00000258728
G3V4N0	ENSG00000140105
G3V4U5	ENSG00000066629
G3V5W4	ENSG00000258947
X6R7N2	ENSG00000189326
X6R8Y7	ENSG00000186767
X6RJV5	ENSG00000152457
A0A0S2IIQ9	
A0A0S2Z3M9	
A0A0S2Z5A5	
A0A0S4T2B8	
A0A126GVA8	
C7FEB0	
A0A0A0MRQ5	ENSG00000117450
E9KY09	
F5H265	ENSG00000150991
F5H458	ENSG00000167791
F5H557	ENSG00000182870
U3KPZ4	ENSG00000254901
A0A142J2B0	
A0A088MI97	
A2NB44	
B7Z5S0	
H0Y4T1	ENSG00000117682
H0Y5C6	ENSG00000196924
H0Y5I1	ENSG00000112562
H0Y5L7	ENSG00000076242
H0Y5N9	ENSG00000111799
H0Y6N7	ENSG00000117013
H0Y7U8	ENSG00000115355
H0Y8G2	ENSG00000181789
H0Y922	ENSG00000159685
H0YA17	ENSG00000198589
H0YAS0	ENSG00000169398
H0YAS7	ENSG00000070756
H0YB24	ENSG00000158941
H0YB73	ENSG00000104343
H0YBA3	ENSG00000157168
H0YBC6	ENSG00000197959
H0YBK9	ENSG00000105339
H0YBU4	ENSG00000168300
H0YCP9	ENSG00000178719
H0YFB5	ENSG00000089053
H0YGB1	ENSG00000175575
H0YGX9	ENSG00000013573
H0YHA5	ENSG00000136011
H0YHN1	ENSG00000166987
H0YIF7	ENSG00000165899
H0YJD4	ENSG00000092148
H0YJH5	ENSG00000143409
H0YLE5	ENSG00000157483
H0YM26	ENSG00000235194
Q5JX49	ENSG00000061656
Q8ND39	
A0A0B4J262	ENSG00000211795
A0A0B4J2C9	ENSG00000160209
B1AJY7	ENSG00000101843
B5MC22	ENSG00000242114
D6R952	ENSG00000052802
D6R9S8	ENSG00000080822
D6RA40	ENSG00000131711
D6RAA1	ENSG00000163110
D6RB95	ENSG00000155269
D6RC38	ENSG00000082074
D6RDA4	ENSG00000113593
D6RDG2	ENSG00000145348
D6RH11	ENSG00000171161
D6RJE8	ENSG00000120705
D6RJI2	ENSG00000113013
E5RHA3	ENSG00000104714
F6IQI9	
F6UE82	ENSG00000143390
F8W9N7	ENSG00000198898
F8WCQ7	ENSG00000082146
F8WDE7	ENSG00000146776
F8WE18	ENSG00000106635
F8WES7	ENSG00000129103
F8WF33	ENSG00000144746
J3QKL8	ENSG00000072134
J3QRT3	ENSG00000177728
J9Z5V2	
N1JVU8	
A0A0C4DFZ7	ENSG00000095917
A0A0C4DGN3	ENSG00000074370
B2RAH3	
B4DLG2	
B4DP80	
M5DCF8	
Q0KKI6	
S4R2Z4	ENSG00000126756
A0A096LNL9	ENSG00000085224
A0A096LNS4	ENSG00000075292
E7EN19	ENSG00000071054
E7EPU7	ENSG00000159199
E7EQ49	ENSG00000047056
E7EQQ5	ENSG00000132256
H3BPC2	ENSG00000178761
H3BR92	ENSG00000103034
J3QR28	ENSG00000130935
J3QRN5	ENSG00000108654
J3QRZ6	ENSG00000125457
J3QSH2	ENSG00000221978
K7ELQ0	ENSG00000105364
K7ENF6	ENSG00000165868
K7ERC1	ENSG00000055483
K7ERN0	ENSG00000132017
M0R2A4	ENSG00000105393
O19508	
S6BAP8	
B4DMH2	
E7CYG0	
E7EM64	ENSG00000168090
E7EP66	ENSG00000111644
E7EWZ7	ENSG00000176623
E7EX35	ENSG00000138075
E7EX91	ENSG00000113108
H7C0Q0	ENSG00000116095
H7C207	ENSG00000048991
H7C264	ENSG00000105963
H7C2M9	ENSG00000114374
H7C329	ENSG00000018699
H7C354	ENSG00000160796
H7C3J7	ENSG00000172995
H7C464	ENSG00000143889
H7C4H3	ENSG00000154175
H7C519	ENSG00000168268
H7C5G9	ENSG00000163681
H7C5R7	ENSG00000182858
A0A0D9SF98	ENSG00000149294
A0A0D9SGE1	ENSG00000101425
A0A0D9SGE5	ENSG00000196628
A0A140VJY1	
A0A141AXF1	
H3BM27	ENSG00000129007
H3BPY1	ENSG00000185442
H3BRY0	ENSG00000166479
H3BSE7	ENSG00000077238
H3BTA3	ENSG00000103266
H3BV09	ENSG00000154099
J3KQ42	ENSG00000214063
J3KRH7	ENSG00000141562
J3KRN5	ENSG00000154229
J3KSU2	ENSG00000106069
J3KTJ2	ENSG00000161395
J3KTN0	ENSG00000161960
K7ELK8	ENSG00000198453
K7EMD0	ENSG00000131467
K7EME9	ENSG00000167670
K7EP14	ENSG00000012061
K7EPP0	ENSG00000108771
K7EQ81	ENSG00000183287
K7EQS3	ENSG00000153885
K7ERV4	ENSG00000122490
M0QY84	ENSG00000130528
M0R1P5	ENSG00000105650
S6CR98	
V5NR05	
A0A126GVL7	
A0A0J9YVZ3	ENSG00000282607
A0A0J9YYA7	ENSG00000151474
A0A126GW36	
A0A126GWD7	
B1APF7	ENSG00000142875
B4DID9	
B4DIG2	
B4DIQ5	
B4DIU9	
B4E1E3	
B4E1T4	
B5MCF4	ENSG00000113578
C9IZ15	ENSG00000102804
C9IZ36	ENSG00000144908
C9J0E3	ENSG00000196482
C9J126	ENSG00000170558
C9J1B9	ENSG00000183060
C9J2Z5	ENSG00000240038
C9J3K6	ENSG00000167614
C9J3Y0	ENSG00000006042
C9J5G1	ENSG00000130413
C9J8S3	ENSG00000075785
C9J9C7	ENSG00000041880
C9JA05	ENSG00000132465
C9JAP5	ENSG00000135926
C9JBF5	ENSG00000068001
C9JC72	ENSG00000039537
C9JCI2	ENSG00000169884
C9JCP7	ENSG00000106018
C9JE06	ENSG00000188313
C9JE55	ENSG00000197548
C9JEN4	ENSG00000163596
C9JFT4	ENSG00000130675
C9JG07	ENSG00000156931
C9JHJ5	ENSG00000144674
C9JIS7	ENSG00000042813
C9JIU4	ENSG00000131374
C9JMK5	ENSG00000100100
C9JN15	ENSG00000138398
C9JP35	ENSG00000196937
C9JPV8	ENSG00000161203
C9JRD7	ENSG00000157578
C9JTB6	ENSG00000243335
C9JVU4	ENSG00000111801
C9JXZ1	ENSG00000069849
C9JZ52	ENSG00000107165
C9K074	ENSG00000105879
F5CJX6	
F5H1V7	ENSG00000111679
F5H3K6	ENSG00000066336
H7BXV0	ENSG00000106633
H7BXV5	ENSG00000182871
Q6ZS01	
V9GZ63	ENSG00000162687
A0A0G4PZH7	
B7Z6H0	
C9J679	ENSG00000138398
E9PBK1	ENSG00000144452
E9PJL3	ENSG00000134802
E9PLU3	ENSG00000166833
E9PLZ4	ENSG00000110786
E9PMU0	ENSG00000135372
E9PR67	ENSG00000104643
E9PRL3	ENSG00000177830
E9PS92	ENSG00000092068
G3V2L3	ENSG00000088808
Q86Y47	
A0A0S2Z4R1	
A0A0D6K9K5	
A0A0D9SFR1	ENSG00000107147
A0A0S2Z4C9	
A0A0S2Z547	
A0A142J2H7	
A0A024R670	
A0A024R8R5	
A0A024RA10	
A0A0U5QLV7	
X6RHV1	ENSG00000143379
A0A024R3E7	
A0A024R7C1	
A0A024R8C8	
A0A024R982	
A0A024RBZ7	
A0A0A0MQU8	ENSG00000120235
A0A0A0MR88	ENSG00000172661
A0A0A7EP36	
A2VCT9	
B9EGR5	
B9WPQ6	
C9JZR2	ENSG00000198561
E9PCH4	ENSG00000273217
E9PDE8	ENSG00000164070
E9PEB5	ENSG00000162613
E9PII1	ENSG00000166444
E9PLN7	ENSG00000117054
E9PM37	ENSG00000141568
E9PMA3	ENSG00000139974
E9PMX3	ENSG00000167792
E9PP18	ENSG00000162236
E9PPL2	ENSG00000166444
E9PQP8	ENSG00000203705
E9PRB4	ENSG00000185238
E9PRS6	ENSG00000166444
G3V289	ENSG00000170345
G3V2C8	ENSG00000134438
G3V3I2	ENSG00000139977
G3V4N8	ENSG00000140105
H0Y7I1	ENSG00000127603
A0A0S1S0E7	
A0A0S2Z3F2	
H0YCE9	ENSG00000116783
H0YD59	ENSG00000158773
H0YID7	ENSG00000111077
H0YKE7	ENSG00000187446
H0YN67	ENSG00000129009
H0YNI2	ENSG00000068305
A0A0G2JK05	ENSG00000258880
A0A0G2JMR2	ENSG00000275290
A0A0G2JNW7	ENSG00000276482
A5JUX0	
B7Z4V1	
D0RB02	
H0Y8C4	ENSG00000112640
H0YM35	ENSG00000106689
Q5U0M2	
Q5U5M0	
A0A0A0MS90	ENSG00000141644
A0A0A0MTF4	ENSG00000175879
B2RDJ6	
B4DLI3	
C9JUW1	ENSG00000169764
F5H1Z6	ENSG00000214530
H0Y3Y5	ENSG00000168781
H0Y4B9	ENSG00000175198
H0Y9N5	ENSG00000116747
H0YC00	ENSG00000135297
H0YC65	ENSG00000151914
H0YCB4	ENSG00000173039
H0YCM4	ENSG00000173338
H0YI71	ENSG00000166153
H0YIX4	ENSG00000088992
U3KQP4	ENSG00000111674
A0A0J9YWL0	ENSG00000112297
A0A126GVC1	
A0A126GVY4	
A0A0S4T295	
A0A1B0GXJ2	ENSG00000168385
B4DUD9	
B4DWA5	
B9EGR7	
C9IZF6	ENSG00000006757
C9J0M4	ENSG00000185825
C9J0Y3	ENSG00000144674
C9J383	ENSG00000082996
C9J3L0	ENSG00000167395
C9J5S0	ENSG00000121578
C9J7J4	ENSG00000106052
C9JE02	ENSG00000134330
C9JGI3	ENSG00000025708
C9JGV3	ENSG00000185619
C9JIW4	ENSG00000100033
C9JK95	ENSG00000182667
C9JP05	ENSG00000065809
C9JQI3	ENSG00000153093
C9JRD8	ENSG00000125931
C9JRK5	ENSG00000135919
C9JSD3	ENSG00000214021
C9JSD5	ENSG00000128191
C9JT95	ENSG00000139579
C9JTE0	ENSG00000204655
C9JX45	ENSG00000072682
C9JXB8	ENSG00000114391
C9JZR9	ENSG00000152683
C9K049	ENSG00000064961
C9K080	ENSG00000139263
E5RHI7	ENSG00000143303
F5H665	ENSG00000142046
F6KPG5	
H7BXF5	ENSG00000136715
H7BXR9	ENSG00000204880
H7BY41	ENSG00000168807
V9GZ53	ENSG00000118518
A0A0N9MR62	
B7Z8N3	
B8ZZ75	ENSG00000143891
B9EGY8	
B9WPM6	
E9PD25	ENSG00000038295
E9PK09	ENSG00000029363
E9PLX2	ENSG00000110315
E9PMM2	ENSG00000108312
E9PP09	ENSG00000174996
E9PQ59	ENSG00000170322
E9PQN0	ENSG00000079819
E9PQU0	ENSG00000174151
E9PRB1	ENSG00000133794
G3V2P9	ENSG00000179454
G3V3H2	ENSG00000151320
G3V5W1	ENSG00000140105
Q8IXL1	
Q9BSV4	
X6RDK7	ENSG00000158062
B0QY92	ENSG00000128268
B0QZ88	ENSG00000185420
B1AHR5	ENSG00000100053
B1APG1	ENSG00000142875
B5MBZ0	ENSG00000143924
B5MCD5	ENSG00000136267
B5MDQ6	ENSG00000185252
J3QKL5	ENSG00000197971
J3QLA9	ENSG00000133195
J3QLT0	ENSG00000169727
J3QQS3	ENSG00000266173
J3QQS5	ENSG00000153339
Q5JR82	ENSG00000163157
Q5TBN3	ENSG00000136167
Q5W026	ENSG00000148513
A0A140T912	ENSG00000237022
A0A140T9I5	ENSG00000183214
A0A140T9K0	ENSG00000242386
A0A1B0GUZ7	ENSG00000132294
A0A1B0GV84	ENSG00000131089
D3YTC7	ENSG00000133027
E7EPI5	ENSG00000162458
E7EPR4	ENSG00000133895
E7EQR9	ENSG00000198947
E7ES06	ENSG00000204580
E7EUA0	ENSG00000162614
E7EVB6	ENSG00000138101
F2XI34	
H7C4Q4	ENSG00000163689
H7C570	ENSG00000153292
Q6KEQ1	
Q9H7H9	
X5DNL6	
A0A1B1SMT0	
A0A1X9I4Q0	
A0A1X9I519	
A0A024R305	
A0A024R7F9	
A0A024RAH2	
A0A024RAT0	
A0A024RB77	
A0A024RDD1	
A0A0A0MQX2	ENSG00000124532
B1B6Q5	
E9PBS1	ENSG00000128050
E9PBY7	ENSG00000058673
E9PFI5	ENSG00000145425
E9PI80	ENSG00000085063
E9PIL2	ENSG00000137494
E9PK24	ENSG00000180423
E9PKJ8	ENSG00000187098
E9PLC4	ENSG00000143401
E9PM58	ENSG00000123444
E9PN58	ENSG00000142082
E9PPG8	ENSG00000149196
E9RK90	
G3V273	ENSG00000155465
G3V2T1	ENSG00000140557
G3V471	ENSG00000006377
G3V5A1	ENSG00000155465
H0Y3K4	ENSG00000184863
H0Y663	ENSG00000162552
H0Y9W2	ENSG00000163319
H0YJ02	ENSG00000151748
H9KVE0	ENSG00000132912
X6R3Y6	ENSG00000150394
X6R8M6	ENSG00000158062
B4DHF1	
B4DVP5	
B4E0Z8	
C9J180	ENSG00000182247
C9J3B6	ENSG00000198839
C9J6X1	ENSG00000186017
C9J8Y8	ENSG00000116062
C9JES4	ENSG00000168955
C9JTS9	ENSG00000003096
C9JVV3	ENSG00000163645
C9JXA7	ENSG00000188186
E5RI64	ENSG00000168484
H7BZ69	ENSG00000122507
H7BZC6	ENSG00000058404
H7BZK4	ENSG00000144136
H7C280	ENSG00000132330
H7C3Q8	ENSG00000114331
H7C446	ENSG00000130810
H7C4Y9	ENSG00000118873
Q5JSZ6	ENSG00000130714
U5QBB5	
B4DG31	
B4DTV8	
C9IZR8	ENSG00000155849
C9J0B0	ENSG00000181847
C9J0L2	ENSG00000163687
C9J168	ENSG00000161542
C9J2Y4	ENSG00000035141
C9J372	ENSG00000154556
C9J3V9	ENSG00000128656
C9J5E5	ENSG00000115677
C9J6M1	ENSG00000138376
C9J6N2	ENSG00000114638
C9J7W8	ENSG00000248487
C9JCX1	ENSG00000152601
C9JDL2	ENSG00000127824
C9JFG0	ENSG00000138378
C9JFL1	ENSG00000272391
C9JFR2	ENSG00000135164
C9JFU6	ENSG00000115652
C9JGY8	ENSG00000153814
C9JJL7	ENSG00000054356
C9JLY8	ENSG00000100014
C9JN09	ENSG00000180914
C9JPA8	ENSG00000239857
C9JPY0	ENSG00000161217
C9JQ12	ENSG00000115207
C9JR58	ENSG00000196646
C9JR98	ENSG00000128656
C9JSG7	ENSG00000001631
C9K022	ENSG00000163516
E5RJI9	ENSG00000167904
H7BY36	ENSG00000182944
A0A1B1UZP3	
A0A0A0MRR7	ENSG00000124562
F4NBS3	
F4NBX9	
F5GWK2	ENSG00000137497
F5GZA9	ENSG00000196476
F5H013	ENSG00000143977
H0Y5S0	ENSG00000106829
H0Y605	ENSG00000142621
H0YCE3	ENSG00000110719
H0YEJ5	ENSG00000172893
H0YER4	ENSG00000183317
H0YHV7	ENSG00000111666
H0YI37	ENSG00000110955
H0YIG3	ENSG00000170486
H0YIQ2	ENSG00000119596
H0YIU0	ENSG00000177239
H0YJG3	ENSG00000053254
H0YJN7	ENSG00000187790
H0YLD1	ENSG00000166450
I4EPI1	
U3KQ75	ENSG00000115750
A0A0A0MRB6	ENSG00000106331
E9LR79	
E9PDU5	ENSG00000178252
E9PHV1	ENSG00000204536
E9PI32	ENSG00000134910
E9PIK9	ENSG00000178685
E9PJ94	ENSG00000137699
E9PJC2	ENSG00000134490
E9PKD3	ENSG00000198431
E9PKD7	ENSG00000110422
E9PKQ0	ENSG00000165209
E9PKR9	ENSG00000124942
E9PM59	ENSG00000166012
E9PMM0	ENSG00000184999
E9PMT6	ENSG00000166435
E9PN23	ENSG00000112339
E9PN66	ENSG00000175274
E9PNE6	ENSG00000109971
E9PNQ0	ENSG00000166801
E9PP05	ENSG00000187398
E9PR36	ENSG00000134640
E9PRA0	ENSG00000137747
E9PRA3	ENSG00000126391
E9PS00	ENSG00000221968
E9PSA6	ENSG00000014216
G0Z6Y6	
G3V259	ENSG00000177108
G3V262	ENSG00000129467
G3V3A1	ENSG00000119723
G3V3F5	ENSG00000188488
G3V4Q3	ENSG00000091536
G3V4V1	ENSG00000100934
G3V515	ENSG00000185650
G3V5L8	ENSG00000119616
G3V5Q1	ENSG00000100823
J3KRQ5	ENSG00000154864
K4ULG4	
Q8N1K8	
U3PXU1	
B2RBQ7	
F4NBQ3	
F5GXR6	ENSG00000133454
F5GXT2	ENSG00000170667
F5GYF3	ENSG00000171631
F5GZF0	ENSG00000111328
F5GZQ3	ENSG00000138029
F5H186	ENSG00000219435
F5H1I5	ENSG00000143224
F5H1S1	ENSG00000069943
F5H1U9	ENSG00000107186
F5H2I0	ENSG00000110107
F5H4C6	ENSG00000135677
F5H4N5	ENSG00000169246
F5H510	ENSG00000022840
F5H5Q2	ENSG00000135503
F5H6G9	ENSG00000174099
F5H7H9	ENSG00000171631
J9JIC7	ENSG00000136451
A0A0A0MSA5	ENSG00000205853
A0A0A0MSG0	ENSG00000122574
A0A0A0MSQ1	ENSG00000060642
C9J4M8	ENSG00000175497
U3KQ46	ENSG00000130511
A0A024R4C5	
A0A024R4E1	
A0A024R5M3	
A0A024RAS8	
A0A1C3PHD5	
E0WN58	
A6PVT2	ENSG00000162620
B1AKD8	ENSG00000058453
B7Z5J9	
H0Y4N6	ENSG00000099250
H0Y593	ENSG00000130649
H0YBF3	ENSG00000104228
H0YCI7	ENSG00000151502
H0YCX1	ENSG00000152763
H0YI63	ENSG00000139173
H0YIU1	ENSG00000166987
Q5F2G0	ENSG00000107758
Q5JVM0	ENSG00000196586
Q96DI9	
V9GYJ7	ENSG00000057608
A8K6A4	
A8K8A6	
A8K9F1	
A8MW78	ENSG00000154016
B7ZC38	ENSG00000148341
E1XUP5	
E2QRH1	ENSG00000130950
E5RFJ2	ENSG00000132294
E5RIR7	ENSG00000105339
E5RJ94	ENSG00000169045
H0Y5J4	ENSG00000136279
H0Y7S5	ENSG00000162105
H0Y9I2	ENSG00000184985
H0Y9K8	ENSG00000123219
H0YB14	ENSG00000147459
H0YGV0	ENSG00000110011
H0YIJ4	ENSG00000139220
H0YJN9	ENSG00000100600
H0YK73	ENSG00000104047
H0YLT9	ENSG00000092295
H3BMB9	ENSG00000136371
H3BNA0	ENSG00000169375
H3BNU3	ENSG00000178952
H3BP79	ENSG00000066813
H3BPL0	ENSG00000188603
H3BR04	ENSG00000149925
H3BTA8	ENSG00000051108
H3BTS7	ENSG00000140995
I3L0K0	ENSG00000167264
I3L147	ENSG00000005001
I3L1H5	ENSG00000108963
I3L1N8	ENSG00000124067
I3L2B3	ENSG00000132530
I3L3P4	ENSG00000006327
I3L4P1	ENSG00000141456
I3L4T5	ENSG00000122390
I3L4X8	ENSG00000259207
Q5JYR0	ENSG00000101353
Q5STV6	ENSG00000204498
Q5SY18	ENSG00000171680
Q5T190	ENSG00000160688
Q5TDI7	ENSG00000135801
Q861G0	
Q8NH36	
H0Y4Z2	ENSG00000127249
H0Y8Z0	ENSG00000153922
H0YD46	ENSG00000077514
H0YDW4	ENSG00000184402
H0YEV3	ENSG00000026508
H0YFE3	ENSG00000152936
H0YH50	ENSG00000123106
H0YJP8	ENSG00000129566
H0YK50	ENSG00000104081
H0YKS3	ENSG00000090661
H0YKS8	ENSG00000140545
H0YLQ6	ENSG00000143418
H0YLX4	ENSG00000166415
H0YM50	ENSG00000182718
H0YMN1	ENSG00000103852
H0YMN2	ENSG00000148516
H0YN00	ENSG00000157483
H0YNW6	ENSG00000196391
I6R2W1	
X5D7F5	
A0A0A0MRZ1	ENSG00000059145
A0A1P7ZIN0	
E9KL35	
F4NBZ9	
F4YTE0	
F5CQ57	
F5GYE4	ENSG00000139151
F5GYQ2	ENSG00000173113
F5GZN3	ENSG00000140545
F5H037	ENSG00000172531
F5H280	ENSG00000176871
F5H5B9	ENSG00000124356
B2RBI8	
F5GY86	ENSG00000175003
F5GYP8	ENSG00000123094
F5GYR1	ENSG00000134533
F5H0H5	ENSG00000182985
F5H105	ENSG00000126746
F5H267	ENSG00000149357
F5H437	ENSG00000110092
F5H4U8	ENSG00000111652
F5H669	ENSG00000149532
F5H684	ENSG00000162144
F5H765	ENSG00000006118
F5H7K5	ENSG00000110841
F5H836	ENSG00000089159
A0A087WWG3	ENSG00000196873
A0A087WY29	ENSG00000102081
A0A087X0B7	ENSG00000143740
A0A1X9I471	
A0A1X9I4F9	
D6R9J9	ENSG00000174227
Q4JLV9	
A0A087WUD7	ENSG00000184178
A0A087WV45	ENSG00000118271
A0A087WW69	ENSG00000115211
A0A087WW74	ENSG00000111961
A0A087WWI5	ENSG00000151150
A0A087WX46	ENSG00000185345
A0A087WXD6	ENSG00000225940
A0A087WYB0	ENSG00000211452
A0A087X0B4	ENSG00000151150
A0A087X0W8	ENSG00000173039
A0A087X224	ENSG00000260456
D8KXX0	
E5RJW7	ENSG00000137574
E5RK75	ENSG00000104231
R4GMP9	ENSG00000004487
R4GMY7	ENSG00000076944
R4GN08	ENSG00000241553
R4GND5	ENSG00000136574
V9GZ44	ENSG00000025156
A0A1G4HPX5	
A0A0A0MRJ7	ENSG00000198734
A0A0A0MSD7	ENSG00000155093
A0A0A0MSS3	ENSG00000139737
C7EXL9	
C9IY73	ENSG00000174500
C9JA89	ENSG00000163617
C9JG89	ENSG00000171295
E5RGT8	ENSG00000104808
F0VRV6	
I4EPK8	
U3KQG9	ENSG00000130517
A0A193CHQ9	
A0A1V0E3S0	
A8K2T6	
A8MUF7	ENSG00000213931
A8MWP7	ENSG00000102030
B1ANV5	ENSG00000186094
E5RFM5	ENSG00000044115
F6IQY2	
F6X994	ENSG00000090565
H0Y621	ENSG00000125991
H0Y6T0	ENSG00000111912
H0Y7A2	ENSG00000242574
H0Y8R1	ENSG00000132463
H0YG07	ENSG00000110917
H0YM80	ENSG00000140382
I3L0M6	ENSG00000137868
I3L143	ENSG00000141556
I3L1K5	ENSG00000167264
I3L206	ENSG00000100997
I3L4P9	ENSG00000141252
I7LL27	
Q4W6C5	
Q53G97	
Q59GH5	
A0A087X175	ENSG00000188338
A0A1N7SYD9	
A4QMU9	
A9UF02	
D3YFD2	
E5RFM8	ENSG00000138036
E5RFT1	ENSG00000104635
E5RG35	ENSG00000121022
E5RG50	ENSG00000132837
H7C4M7	ENSG00000169064
L0GD23	
Q6MZV7	
Q6P1L4	
H7BYP9	ENSG00000126217
H7BZM4	ENSG00000064012
H7C0S1	ENSG00000205560
H7C115	ENSG00000166105
H7C1R0	ENSG00000108384
H7C244	ENSG00000115827
H7C470	ENSG00000135912
K3W4U1	ENSG00000104921
S6CPZ2	
A2A274	ENSG00000100412
A6QRI9	ENSG00000147403
B1AMT0	ENSG00000101972
F6IQE2	
F6VRR5	ENSG00000100227
I2GUK0	
I3L2L9	ENSG00000185504
I3L4D8	ENSG00000167978
I3L4Z6	ENSG00000108433
I3TBB8	
I7HAR2	
Q5JY88	ENSG00000102078
Q5T0R5	ENSG00000131236
A0A024R9C0	
A0A024RA51	
A0A087WUU8	ENSG00000283201
A0A087WVD4	ENSG00000214435
A0A087WXC9	ENSG00000099866
A0A087WXE5	ENSG00000244682
A2N0U2	
D6RCE5	ENSG00000131183
E5RIY4	ENSG00000156469
E5RIZ8	ENSG00000104327
E5RJB7	ENSG00000172421
H0Y328	ENSG00000116833
H0Y6M8	ENSG00000151835
H0Y764	ENSG00000160796
H0Y8H7	ENSG00000109756
H0Y8Q4	ENSG00000170891
H0Y9C0	ENSG00000170917
H0YAA4	ENSG00000039319
H0YBB6	ENSG00000140396
H0YBY0	ENSG00000040341
H0YC51	ENSG00000066827
H0YCS0	ENSG00000168807
H0YDZ7	ENSG00000119125
H0YE53	ENSG00000129158
H0YEL8	ENSG00000129158
H0YEV4	ENSG00000179632
H0YF92	ENSG00000157637
H0YGK0	ENSG00000063015
H0YH14	ENSG00000166535
H0YJT0	ENSG00000119720
H0YJV8	ENSG00000092148
H0YK32	ENSG00000137845
H0YKR5	ENSG00000106536
H0YL25	ENSG00000131323
H0YL50	ENSG00000273749
H0YLI6	ENSG00000166411
H0YLJ0	ENSG00000140455
H0YLV4	ENSG00000104129
H0YLW9	ENSG00000140332
H0YMI5	ENSG00000170776
I6ZLR0	
I7A6W4	
Q59FP5	
Q8WLS4	
S5DHS8	
A0A087WT80	ENSG00000182621
A0A087WTP4	ENSG00000112715
A0A087WYB6	ENSG00000255154
A0A087WYT5	ENSG00000168118
A0A087WYV2	ENSG00000278685
A0A087WYZ9	ENSG00000136169
A0A087WZB2	ENSG00000277149
A0A087WZJ2	ENSG00000270629
A0A087WZY2	ENSG00000196683
A0A087X0D9	ENSG00000158552
A0A1W1B5F5	
A0A1W6ELZ8	
A0A1X9I481	
E5RJR0	ENSG00000197043
F8VP94	ENSG00000139546
F8VPM6	ENSG00000138346
F8VSA4	ENSG00000110880
F8VVF0	ENSG00000123352
F8VVK3	ENSG00000108774
F8VWK7	ENSG00000116539
F8VX50	ENSG00000111783
F8VZ63	ENSG00000137948
F8VZ73	ENSG00000167528
F8W062	ENSG00000170890
F8W1L7	ENSG00000198270
Q6IAW3	
A0A075B6Z9	ENSG00000211865
A0A125U0U3	
A0A1X9I4V5	
A0A1X9MJ81	
K8ESP8	
M0QYC3	ENSG00000063169
A0A087WWT0	ENSG00000092051
A0A087WX19	ENSG00000106012
A0A087X0R9	ENSG00000138079
A0A087X0T8	ENSG00000182985
A0A1V1FM02	
A0A1X9I3X0	
A0A1X9I6K1	
M1VED3	
U5YJQ0	
W0GBJ0	
A9JIG5	
D3YFD3	
E5RG66	ENSG00000169398
E5RGB0	ENSG00000120885
H7C0L2	ENSG00000105928
H7C162	ENSG00000100503
I7HIL1	
J7SBK9	
Q29987	
Q6ZNU2	
Q861D5	
B7WNX0	ENSG00000110066
B7Z960	
E5RI99	ENSG00000156482
H3BMQ3	ENSG00000140859
H3BMQ8	ENSG00000149925
H3BMW1	ENSG00000095906
H3BN43	ENSG00000127586
H3BN64	ENSG00000166140
H3BNT2	ENSG00000088682
H3BSG8	ENSG00000167523
M0QYH4	ENSG00000213023
M0QYM3	ENSG00000267796
M0QYW8	ENSG00000104951
M0QZL1	ENSG00000090013
M0QZU9	ENSG00000269476
M0R334	ENSG00000142002
A2NYU7	
H3BPK5	ENSG00000103064
Q9BWV0	
A0A075B7A0	ENSG00000063177
A0A087X1B8	ENSG00000260300
A0A1W6EQ86	
F8VTU4	ENSG00000089060
H7BZ20	ENSG00000168393
H7BZ73	ENSG00000115464
H7BZC0	ENSG00000197375
Q6FI52	
A0A075B6Y9	ENSG00000211847
A0A075B757	ENSG00000270629
F8VPC4	ENSG00000166987
F8VZY7	ENSG00000078328
F8W1S1	ENSG00000170484
Q0GN75	
Q3B765	
Q5T3T1	ENSG00000076864
A0A1W2HC75	
A0A1W2PQD2	ENSG00000130638
A0A1W2PQG2	ENSG00000284308
A0A1W2PRS4	ENSG00000160593
A0A1W2PRU4	ENSG00000007372
A0A1W2PS55	ENSG00000165671
H3BQH5	ENSG00000140995
H3BQU4	ENSG00000236980
H3BR79	ENSG00000087263
H3BS59	ENSG00000137822
H3BT57	ENSG00000140464
J3KNG2	ENSG00000048140
J3KP26	ENSG00000186106
A7LFL0	
D0AB36	
M0QXK7	ENSG00000160570
Q8IXC5	
R4S846	
V9GYQ6	ENSG00000259060
A0A1W6BTL9	
B7WPG3	ENSG00000143889
M0QZK7	ENSG00000197405
M0QZN5	ENSG00000105402
M0R041	ENSG00000188785
M0R080	ENSG00000132002
M0R0Z5	ENSG00000160111
M0R143	ENSG00000268107
M0R2Q9	ENSG00000133250
M0R3G7	ENSG00000160111
Q96DK0	
C5HU01	
E5RHY1	ENSG00000147488
E9PG15	ENSG00000134308
H3BQ94	ENSG00000156642
A0A0A8TVS9	
B7Z3A7	
D6R962	ENSG00000113621
D6R9C6	ENSG00000156136
D6RAW0	ENSG00000109332
D6RC77	ENSG00000013375
D6RC92	ENSG00000109794
D6RDB1	ENSG00000163683
D6REC5	ENSG00000112200
D6RER5	ENSG00000138758
D6RGK2	ENSG00000163138
D6RHY3	ENSG00000151150
D6RIF4	ENSG00000150625
D6RJ02	ENSG00000172239
D6RJB0	ENSG00000138709
